text,entities
Balasain,"[[0, 8, 'LOCATION']]"
Balata,"[[0, 6, 'LOCATION']]"
Balati,"[[0, 6, 'LOCATION']]"
Balatiya,"[[0, 8, 'LOCATION']]"
Balaucha,"[[0, 8, 'LOCATION']]"
Balaudi,"[[0, 7, 'LOCATION']]"
Balauli,"[[0, 7, 'LOCATION']]"
Balauta,"[[0, 7, 'LOCATION']]"
Balaute,"[[0, 7, 'LOCATION']]"
Balaute Khet,"[[0, 12, 'LOCATION']]"
Balautegau,"[[0, 10, 'LOCATION']]"
Balautichauri,"[[0, 13, 'LOCATION']]"
Balawa,"[[0, 6, 'LOCATION']]"
Balawabirsimha,"[[0, 14, 'LOCATION']]"
Balawatol,"[[0, 9, 'LOCATION']]"
Balayekharka,"[[0, 12, 'LOCATION']]"
Balbang,"[[0, 7, 'LOCATION']]"
Balbani,"[[0, 7, 'LOCATION']]"
Balbhadrapur,"[[0, 12, 'LOCATION']]"
Balbisauni,"[[0, 10, 'LOCATION']]"
Balchanpur,"[[0, 10, 'LOCATION']]"
Balchara,"[[0, 8, 'LOCATION']]"
Balchaur,"[[0, 8, 'LOCATION']]"
Balchhi Bhanjyang,"[[0, 17, 'LOCATION']]"
Balchhichhap,"[[0, 12, 'LOCATION']]"
Balchhing,"[[0, 9, 'LOCATION']]"
Balchung,"[[0, 8, 'LOCATION']]"
Baldada,"[[0, 7, 'LOCATION']]"
Baldaje,"[[0, 7, 'LOCATION']]"
Baldanda,"[[0, 8, 'LOCATION']]"
Baldara,"[[0, 7, 'LOCATION']]"
Balde,"[[0, 5, 'LOCATION']]"
Balde Khandh,"[[0, 12, 'LOCATION']]"
Baldehi,"[[0, 7, 'LOCATION']]"
Baldengadhi,"[[0, 11, 'LOCATION']]"
Baldev,"[[0, 6, 'LOCATION']]"
Baldhare,"[[0, 8, 'LOCATION']]"
Baldhusawa,"[[0, 10, 'LOCATION']]"
Balding,"[[0, 7, 'LOCATION']]"
Baldun,"[[0, 6, 'LOCATION']]"
Bale,"[[0, 4, 'LOCATION']]"
Bale Pokhari,"[[0, 12, 'LOCATION']]"
Baleban,"[[0, 7, 'LOCATION']]"
Balebuda,"[[0, 8, 'LOCATION']]"
Balebung,"[[0, 8, 'LOCATION']]"
Balechaur,"[[0, 9, 'LOCATION']]"
Baledanda,"[[0, 9, 'LOCATION']]"
Balegaun,"[[0, 8, 'LOCATION']]"
Balegaun Chowk,"[[0, 14, 'LOCATION']]"
Baleghat,"[[0, 8, 'LOCATION']]"
Balekchaur,"[[0, 10, 'LOCATION']]"
Balekhad,"[[0, 8, 'LOCATION']]"
Balekhu,"[[0, 7, 'LOCATION']]"
Balena,"[[0, 6, 'LOCATION']]"
Balendi,"[[0, 7, 'LOCATION']]"
Baleni,"[[0, 6, 'LOCATION']]"
Balenjar,"[[0, 8, 'LOCATION']]"
Balephi,"[[0, 7, 'LOCATION']]"
Balepur,"[[0, 7, 'LOCATION']]"
Balepurwa,"[[0, 9, 'LOCATION']]"
Balestar,"[[0, 8, 'LOCATION']]"
Baleswar,"[[0, 8, 'LOCATION']]"
Balet,"[[0, 5, 'LOCATION']]"
Baletaksar,"[[0, 10, 'LOCATION']]"
Baletaksar Bajar,"[[0, 16, 'LOCATION']]"
Baletaksargaun,"[[0, 14, 'LOCATION']]"
Baleth,"[[0, 6, 'LOCATION']]"
Baletham,"[[0, 8, 'LOCATION']]"
Baleu,"[[0, 5, 'LOCATION']]"
Balewachaur,"[[0, 11, 'LOCATION']]"
Baleyamelo,"[[0, 10, 'LOCATION']]"
Balga,"[[0, 5, 'LOCATION']]"
Balgai,"[[0, 6, 'LOCATION']]"
Balganga Charlik,"[[0, 16, 'LOCATION']]"
Balganga Chok,"[[0, 13, 'LOCATION']]"
Balgangaghat,"[[0, 12, 'LOCATION']]"
Balgas,"[[0, 6, 'LOCATION']]"
Balgati,"[[0, 7, 'LOCATION']]"
Balghari,"[[0, 8, 'LOCATION']]"
Balgu,"[[0, 5, 'LOCATION']]"
Balha,"[[0, 5, 'LOCATION']]"
Balha Kathal,"[[0, 12, 'LOCATION']]"
Balhagoth,"[[0, 9, 'LOCATION']]"
Balhanna,"[[0, 8, 'LOCATION']]"
Balhati,"[[0, 7, 'LOCATION']]"
Balhipurwa,"[[0, 10, 'LOCATION']]"
Balhita,"[[0, 7, 'LOCATION']]"
Bali,"[[0, 4, 'LOCATION']]"
Bali Bagar,"[[0, 10, 'LOCATION']]"
Bali Bisauna,"[[0, 12, 'LOCATION']]"
Bali Kharka,"[[0, 11, 'LOCATION']]"
Bali Pokhara,"[[0, 12, 'LOCATION']]"
Balibaang,"[[0, 9, 'LOCATION']]"
Baliband,"[[0, 8, 'LOCATION']]"
Balibang,"[[0, 8, 'LOCATION']]"
Balibhadre,"[[0, 10, 'LOCATION']]"
Balichhopa,"[[0, 10, 'LOCATION']]"
Balidanda,"[[0, 9, 'LOCATION']]"
Balidhara,"[[0, 9, 'LOCATION']]"
Baligaun,"[[0, 8, 'LOCATION']]"
Balikhet,"[[0, 8, 'LOCATION']]"
Balikholagaun,"[[0, 13, 'LOCATION']]"
Balikot,"[[0, 7, 'LOCATION']]"
Balimarang,"[[0, 10, 'LOCATION']]"
Balimgaun,"[[0, 9, 'LOCATION']]"
Balinkhet,"[[0, 9, 'LOCATION']]"
Balintar,"[[0, 8, 'LOCATION']]"
Baliphant,"[[0, 9, 'LOCATION']]"
Balirajpur,"[[0, 10, 'LOCATION']]"
Balirampur,"[[0, 10, 'LOCATION']]"
Balirmapur,"[[0, 10, 'LOCATION']]"
Balitar,"[[0, 7, 'LOCATION']]"
Balithum,"[[0, 8, 'LOCATION']]"
Balithum Lumpek,"[[0, 15, 'LOCATION']]"
Balithumbesi,"[[0, 12, 'LOCATION']]"
Balitol,"[[0, 7, 'LOCATION']]"
Baliya,"[[0, 6, 'LOCATION']]"
Baliyedanda,"[[0, 11, 'LOCATION']]"
Baljhad,"[[0, 7, 'LOCATION']]"
Baljuda,"[[0, 7, 'LOCATION']]"
Baljure,"[[0, 7, 'LOCATION']]"
Balkade,"[[0, 7, 'LOCATION']]"
Balkanchhatol,"[[0, 13, 'LOCATION']]"
Balkande,"[[0, 8, 'LOCATION']]"
Balkathan,"[[0, 9, 'LOCATION']]"
Balkatya,"[[0, 8, 'LOCATION']]"
Balkawa,"[[0, 7, 'LOCATION']]"
Balkesain,"[[0, 9, 'LOCATION']]"
Balkharka,"[[0, 9, 'LOCATION']]"
Balkhi,"[[0, 6, 'LOCATION']]"
Balkhu,"[[0, 6, 'LOCATION']]"
Balkhu Chowk,"[[0, 12, 'LOCATION']]"
Balkhubesi,"[[0, 10, 'LOCATION']]"
Balkot,"[[0, 6, 'LOCATION']]"
Balkumari,"[[0, 9, 'LOCATION']]"
Balkumari Chowk,"[[0, 15, 'LOCATION']]"
Balkumari Kharibot Chowk,"[[0, 24, 'LOCATION']]"
Balkumari Tole,"[[0, 14, 'LOCATION']]"
Balkunda,"[[0, 8, 'LOCATION']]"
Balkunda Simariya,"[[0, 17, 'LOCATION']]"
Balle,"[[0, 5, 'LOCATION']]"
Balle Ghat,"[[0, 10, 'LOCATION']]"
Balle Judo,"[[0, 10, 'LOCATION']]"
Balle Mohada,"[[0, 12, 'LOCATION']]"
Ballechaur,"[[0, 10, 'LOCATION']]"
Balledhunga,"[[0, 11, 'LOCATION']]"
Ballegado,"[[0, 9, 'LOCATION']]"
Ballegaun,"[[0, 9, 'LOCATION']]"
Ballejhura,"[[0, 10, 'LOCATION']]"
Ballejudi,"[[0, 9, 'LOCATION']]"
Ballejura,"[[0, 9, 'LOCATION']]"
Ballejuro,"[[0, 9, 'LOCATION']]"
Ballekada,"[[0, 9, 'LOCATION']]"
Ballekana,"[[0, 9, 'LOCATION']]"
Ballekh,"[[0, 7, 'LOCATION']]"
Ballekholagaun,"[[0, 14, 'LOCATION']]"
Ballerigau,"[[0, 10, 'LOCATION']]"
Ballewan,"[[0, 8, 'LOCATION']]"
Ballogado,"[[0, 9, 'LOCATION']]"
Balluk,"[[0, 6, 'LOCATION']]"
Balmandir Chowk,"[[0, 15, 'LOCATION']]"
Balmandirtol,"[[0, 12, 'LOCATION']]"
Balmata,"[[0, 7, 'LOCATION']]"
Balmatbari,"[[0, 10, 'LOCATION']]"
Balmi,"[[0, 5, 'LOCATION']]"
Balmikibasti,"[[0, 12, 'LOCATION']]"
Balmikibasti (C),"[[0, 16, 'LOCATION']]"
Balna,"[[0, 5, 'LOCATION']]"
Balpata,"[[0, 7, 'LOCATION']]"
Balphe,"[[0, 6, 'LOCATION']]"
Balpuk,"[[0, 6, 'LOCATION']]"
Balsharam Mukta Tol,"[[0, 19, 'LOCATION']]"
Baltar,"[[0, 6, 'LOCATION']]"
Balthali,"[[0, 8, 'LOCATION']]"
Balthali mathi gaun,"[[0, 19, 'LOCATION']]"
Balthali tallogaun,"[[0, 18, 'LOCATION']]"
Balthi,"[[0, 6, 'LOCATION']]"
Balthumka,"[[0, 9, 'LOCATION']]"
Balthumkidanda,"[[0, 14, 'LOCATION']]"
Baltigaun,"[[0, 9, 'LOCATION']]"
Baltimur Chowk,"[[0, 14, 'LOCATION']]"
Baltiya,"[[0, 7, 'LOCATION']]"
Balu,"[[0, 4, 'LOCATION']]"
Balubadi,"[[0, 8, 'LOCATION']]"
Balubadigaun,"[[0, 12, 'LOCATION']]"
Balubari,"[[0, 8, 'LOCATION']]"
Balubathan,"[[0, 10, 'LOCATION']]"
Balubathan Kalitol,"[[0, 18, 'LOCATION']]"
Balubhitta,"[[0, 10, 'LOCATION']]"
Balugau,"[[0, 7, 'LOCATION']]"
Balugaunda,"[[0, 10, 'LOCATION']]"
Baluhawa,"[[0, 8, 'LOCATION']]"
Baluhi,"[[0, 6, 'LOCATION']]"
Balui,"[[0, 5, 'LOCATION']]"
Balukhop,"[[0, 8, 'LOCATION']]"
Balukuna,"[[0, 8, 'LOCATION']]"
Baluncha,"[[0, 8, 'LOCATION']]"
Balung Gumba,"[[0, 12, 'LOCATION']]"
Balunggetol,"[[0, 11, 'LOCATION']]"
Balungmari,"[[0, 10, 'LOCATION']]"
Balute,"[[0, 6, 'LOCATION']]"
Balutol,"[[0, 7, 'LOCATION']]"
Baluwa,"[[0, 6, 'LOCATION']]"
Baluwa Bagar,"[[0, 12, 'LOCATION']]"
Baluwa Bhanjyang,"[[0, 16, 'LOCATION']]"
Baluwa Bhiman,"[[0, 13, 'LOCATION']]"
Baluwa Kharka,"[[0, 13, 'LOCATION']]"
Baluwa Sangrahi,"[[0, 15, 'LOCATION']]"
Baluwabasti,"[[0, 11, 'LOCATION']]"
Baluwabhar,"[[0, 10, 'LOCATION']]"
Baluwachaur,"[[0, 11, 'LOCATION']]"
Baluwadada,"[[0, 10, 'LOCATION']]"
Baluwadanda,"[[0, 11, 'LOCATION']]"
Baluwadhuska,"[[0, 12, 'LOCATION']]"
Baluwagada,"[[0, 10, 'LOCATION']]"
Baluwaha,"[[0, 8, 'LOCATION']]"
Baluwahi Rangapuri,"[[0, 18, 'LOCATION']]"
Baluwai,"[[0, 7, 'LOCATION']]"
Baluwakhani Chowk,"[[0, 17, 'LOCATION']]"
Baluwakhet,"[[0, 10, 'LOCATION']]"
Baluwani,"[[0, 8, 'LOCATION']]"
Baluwapaati Chowk,"[[0, 17, 'LOCATION']]"
Baluwapati,"[[0, 10, 'LOCATION']]"
Baluwapati Chowk,"[[0, 16, 'LOCATION']]"
Baluwapati Deupur,"[[0, 17, 'LOCATION']]"
Baluwaphata,"[[0, 11, 'LOCATION']]"
Baluwatar,"[[0, 9, 'LOCATION']]"
Baluwathumka,"[[0, 12, 'LOCATION']]"
Baluwatol,"[[0, 9, 'LOCATION']]"
Balwahi,"[[0, 7, 'LOCATION']]"
Balwakot,"[[0, 8, 'LOCATION']]"
Balya,"[[0, 5, 'LOCATION']]"
Balyagada,"[[0, 9, 'LOCATION']]"
Balyalta,"[[0, 8, 'LOCATION']]"
Bama,"[[0, 4, 'LOCATION']]"
Bamaldanda,"[[0, 10, 'LOCATION']]"
Bamamkharka,"[[0, 11, 'LOCATION']]"
Bamana,"[[0, 6, 'LOCATION']]"
Bamanagama,"[[0, 10, 'LOCATION']]"
Bamangamakatti,"[[0, 14, 'LOCATION']]"
Bamangau,"[[0, 8, 'LOCATION']]"
Bamangaun,"[[0, 9, 'LOCATION']]"
Bamaniku,"[[0, 8, 'LOCATION']]"
Bamankholagaun,"[[0, 14, 'LOCATION']]"
Bamanpurwa,"[[0, 10, 'LOCATION']]"
Bamanthan,"[[0, 9, 'LOCATION']]"
Bamanthar,"[[0, 9, 'LOCATION']]"
Bamanthuwa,"[[0, 10, 'LOCATION']]"
Bamarup,"[[0, 7, 'LOCATION']]"
Bamaur,"[[0, 6, 'LOCATION']]"
Bambari,"[[0, 7, 'LOCATION']]"
Bamboo,"[[0, 6, 'LOCATION']]"
Bamboo Bhatti,"[[0, 13, 'LOCATION']]"
Bambu,"[[0, 5, 'LOCATION']]"
Bambutar,"[[0, 8, 'LOCATION']]"
Bamchok,"[[0, 7, 'LOCATION']]"
Bamda,"[[0, 5, 'LOCATION']]"
Bamdi,"[[0, 5, 'LOCATION']]"
Bamekholagaun,"[[0, 13, 'LOCATION']]"
Bamgagaun,"[[0, 9, 'LOCATION']]"
Bamgha,"[[0, 6, 'LOCATION']]"
Bamili,"[[0, 6, 'LOCATION']]"
Bamjantol,"[[0, 9, 'LOCATION']]"
Bamka Chowk,"[[0, 11, 'LOCATION']]"
Bamkada,"[[0, 7, 'LOCATION']]"
Bamla,"[[0, 5, 'LOCATION']]"
Bamlahawa,"[[0, 9, 'LOCATION']]"
Bamling,"[[0, 7, 'LOCATION']]"
Bamlung,"[[0, 7, 'LOCATION']]"
Bamnai,"[[0, 6, 'LOCATION']]"
Bamnaka Chaupata,"[[0, 16, 'LOCATION']]"
Bamniko,"[[0, 7, 'LOCATION']]"
Bamor,"[[0, 5, 'LOCATION']]"
Bamra,"[[0, 5, 'LOCATION']]"
Bamrada,"[[0, 7, 'LOCATION']]"
Bamrang,"[[0, 7, 'LOCATION']]"
Bamrikot,"[[0, 8, 'LOCATION']]"
Bamruk,"[[0, 6, 'LOCATION']]"
Bamruk बामरुक,"[[0, 13, 'LOCATION']]"
Bamse Badi,"[[0, 10, 'LOCATION']]"
Bamsedigaun,"[[0, 11, 'LOCATION']]"
Bamshagaun,"[[0, 10, 'LOCATION']]"
Bamsi Tol,"[[0, 9, 'LOCATION']]"
Bamta,"[[0, 5, 'LOCATION']]"
Bamti,"[[0, 5, 'LOCATION']]"
Bamti Bhandar,"[[0, 13, 'LOCATION']]"
Ban Bahuari,"[[0, 11, 'LOCATION']]"
Ban Pokhari,"[[0, 11, 'LOCATION']]"
Ban Samiti,"[[0, 10, 'LOCATION']]"
Ban Samiti Chok,"[[0, 15, 'LOCATION']]"
Ban Thanti,"[[0, 10, 'LOCATION']]"
Ban Thati,"[[0, 9, 'LOCATION']]"
Banachaur,"[[0, 9, 'LOCATION']]"
Banadihuli,"[[0, 10, 'LOCATION']]"
Banagai,"[[0, 7, 'LOCATION']]"
Banagaun,"[[0, 8, 'LOCATION']]"
Banaha,"[[0, 6, 'LOCATION']]"
Banahar,"[[0, 7, 'LOCATION']]"
Banahari,"[[0, 8, 'LOCATION']]"
Banaharkharka,"[[0, 13, 'LOCATION']]"
Banahu,"[[0, 6, 'LOCATION']]"
Banainiya,"[[0, 9, 'LOCATION']]"
Banakatta,"[[0, 9, 'LOCATION']]"
Banakatti,"[[0, 9, 'LOCATION']]"
Banakhe,"[[0, 7, 'LOCATION']]"
Banakul,"[[0, 7, 'LOCATION']]"
Banala Community,"[[0, 16, 'LOCATION']]"
Banalalbari,"[[0, 11, 'LOCATION']]"
Banamteli,"[[0, 9, 'LOCATION']]"
Banande,"[[0, 7, 'LOCATION']]"
Banara,"[[0, 6, 'LOCATION']]"
Banarasi,"[[0, 8, 'LOCATION']]"
Banardiha,"[[0, 9, 'LOCATION']]"
Banargau,"[[0, 8, 'LOCATION']]"
Banarhawa,"[[0, 9, 'LOCATION']]"
Banarjhula,"[[0, 10, 'LOCATION']]"
Banarsain,"[[0, 9, 'LOCATION']]"
Banasini,"[[0, 8, 'LOCATION']]"
Banasthali,"[[0, 10, 'LOCATION']]"
Banatol,"[[0, 7, 'LOCATION']]"
Banau,"[[0, 5, 'LOCATION']]"
Banaula,"[[0, 7, 'LOCATION']]"
Banauli,"[[0, 7, 'LOCATION']]"
Banaure,"[[0, 7, 'LOCATION']]"
Banauta,"[[0, 7, 'LOCATION']]"
Banauti,"[[0, 7, 'LOCATION']]"
Banba,"[[0, 5, 'LOCATION']]"
Banbagiya,"[[0, 9, 'LOCATION']]"
Banbalarig,"[[0, 10, 'LOCATION']]"
Banbang,"[[0, 7, 'LOCATION']]"
Banbare,"[[0, 7, 'LOCATION']]"
Banbari,"[[0, 7, 'LOCATION']]"
Banbarsa,"[[0, 8, 'LOCATION']]"
Banbasa Barrage,"[[0, 15, 'LOCATION']]"
Banbase,"[[0, 7, 'LOCATION']]"
Banbed Thula Ban,"[[0, 16, 'LOCATION']]"
Banbehada,"[[0, 9, 'LOCATION']]"
Banbha,"[[0, 6, 'LOCATION']]"
Banbirpur,"[[0, 9, 'LOCATION']]"
Banbirta,"[[0, 8, 'LOCATION']]"
Banbithari,"[[0, 10, 'LOCATION']]"
Banbot,"[[0, 6, 'LOCATION']]"
Bancampus Chowk,"[[0, 15, 'LOCATION']]"
Banchare,"[[0, 8, 'LOCATION']]"
Banchare Danda,"[[0, 14, 'LOCATION']]"
Banchaur,"[[0, 8, 'LOCATION']]"
Banchaura,"[[0, 9, 'LOCATION']]"
Banchauri,"[[0, 9, 'LOCATION']]"
Banche,"[[0, 6, 'LOCATION']]"
Banchkanda,"[[0, 10, 'LOCATION']]"
Banchkotdanda,"[[0, 13, 'LOCATION']]"
Banchkotsain,"[[0, 12, 'LOCATION']]"
Banchok,"[[0, 7, 'LOCATION']]"
Banchora,"[[0, 8, 'LOCATION']]"
Banchu Lagna,"[[0, 12, 'LOCATION']]"
Banchulla,"[[0, 9, 'LOCATION']]"
Band,"[[0, 4, 'LOCATION']]"
Band Bhanjyang,"[[0, 14, 'LOCATION']]"
Banda,"[[0, 5, 'LOCATION']]"
Bandagada,"[[0, 9, 'LOCATION']]"
Bandagaun,"[[0, 9, 'LOCATION']]"
Bandaghola,"[[0, 10, 'LOCATION']]"
Bandajala,"[[0, 9, 'LOCATION']]"
Bandal,"[[0, 6, 'LOCATION']]"
Bandala,"[[0, 7, 'LOCATION']]"
Bandale,"[[0, 7, 'LOCATION']]"
Bandalipur,"[[0, 10, 'LOCATION']]"
Bandan,"[[0, 6, 'LOCATION']]"
Bandanda,"[[0, 8, 'LOCATION']]"
Bandandagaun,"[[0, 12, 'LOCATION']]"
Bandapaiki,"[[0, 10, 'LOCATION']]"
Bandar,"[[0, 6, 'LOCATION']]"
Bandar Bhariya,"[[0, 14, 'LOCATION']]"
Bandarbhedi,"[[0, 11, 'LOCATION']]"
Bandarepani,"[[0, 11, 'LOCATION']]"
Bandarganudi,"[[0, 12, 'LOCATION']]"
Bandargauri,"[[0, 11, 'LOCATION']]"
Bandarisain,"[[0, 11, 'LOCATION']]"
Bandarkhal,"[[0, 10, 'LOCATION']]"
Bandarkholagaun,"[[0, 15, 'LOCATION']]"
Bandarkhutta,"[[0, 12, 'LOCATION']]"
Bandarkuna,"[[0, 10, 'LOCATION']]"
Bandarkute,"[[0, 10, 'LOCATION']]"
Bandarpale,"[[0, 10, 'LOCATION']]"
Bandarpani,"[[0, 10, 'LOCATION']]"
Bandarpur,"[[0, 9, 'LOCATION']]"
Bandatal,"[[0, 8, 'LOCATION']]"
Bandauli,"[[0, 8, 'LOCATION']]"
Bandde,"[[0, 6, 'LOCATION']]"
Bande,"[[0, 5, 'LOCATION']]"
Bandegadi,"[[0, 9, 'LOCATION']]"
Bandegaun,"[[0, 9, 'LOCATION']]"
Bandeldhap,"[[0, 10, 'LOCATION']]"
Bandele,"[[0, 7, 'LOCATION']]"
Bandeswanra,"[[0, 11, 'LOCATION']]"
Bandevi,"[[0, 7, 'LOCATION']]"
Bandewatar,"[[0, 10, 'LOCATION']]"
Bandhane,"[[0, 8, 'LOCATION']]"
Bandheuwa,"[[0, 9, 'LOCATION']]"
Bandhne,"[[0, 7, 'LOCATION']]"
Bandhrakutta,"[[0, 12, 'LOCATION']]"
Bandhu,"[[0, 6, 'LOCATION']]"
Bandhunga,"[[0, 9, 'LOCATION']]"
Bandi,"[[0, 5, 'LOCATION']]"
Bandi Chhap,"[[0, 11, 'LOCATION']]"
Bandi Pokhara,"[[0, 13, 'LOCATION']]"
Bandichaur,"[[0, 10, 'LOCATION']]"
Bandichhāp,"[[0, 10, 'LOCATION']]"
Bandijor,"[[0, 8, 'LOCATION']]"
Bandikot,"[[0, 8, 'LOCATION']]"
Bandipur,"[[0, 8, 'LOCATION']]"
Bandiyagaun,"[[0, 11, 'LOCATION']]"
Bandkhokharka,"[[0, 13, 'LOCATION']]"
Bandoli,"[[0, 7, 'LOCATION']]"
Bandonigaira,"[[0, 12, 'LOCATION']]"
Bandpatti,"[[0, 9, 'LOCATION']]"
Bandrabas,"[[0, 9, 'LOCATION']]"
Bandrawa,"[[0, 8, 'LOCATION']]"
Bandre,"[[0, 6, 'LOCATION']]"
Bandrekhal,"[[0, 10, 'LOCATION']]"
Bandrekholagaun,"[[0, 15, 'LOCATION']]"
Bandreneka,"[[0, 10, 'LOCATION']]"
Bandrepani,"[[0, 10, 'LOCATION']]"
Bandruk,"[[0, 7, 'LOCATION']]"
Banduke,"[[0, 7, 'LOCATION']]"
Banduwa,"[[0, 7, 'LOCATION']]"
Bandwar,"[[0, 7, 'LOCATION']]"
Banedhap,"[[0, 8, 'LOCATION']]"
Banedi,"[[0, 6, 'LOCATION']]"
Banedungrisain,"[[0, 14, 'LOCATION']]"
Banegau,"[[0, 7, 'LOCATION']]"
Banela,"[[0, 6, 'LOCATION']]"
Banelmare,"[[0, 9, 'LOCATION']]"
Baneltar,"[[0, 8, 'LOCATION']]"
Banena,"[[0, 6, 'LOCATION']]"
Banepa,"[[0, 6, 'LOCATION']]"
Banepakha,"[[0, 9, 'LOCATION']]"
Banera Khajuri,"[[0, 14, 'LOCATION']]"
Baneshwar,"[[0, 9, 'LOCATION']]"
Baneshwor,"[[0, 9, 'LOCATION']]"
Banethok,"[[0, 8, 'LOCATION']]"
Banewa,"[[0, 6, 'LOCATION']]"
Bang,"[[0, 4, 'LOCATION']]"
Banga,"[[0, 5, 'LOCATION']]"
Banga Bagar,"[[0, 11, 'LOCATION']]"
Bangabajh,"[[0, 9, 'LOCATION']]"
Bangadangi,"[[0, 10, 'LOCATION']]"
Bangai,"[[0, 6, 'LOCATION']]"
Bangala,"[[0, 7, 'LOCATION']]"
Bangaladi,"[[0, 9, 'LOCATION']]"
Bangalamukhi Tole,"[[0, 17, 'LOCATION']]"
Bangalapur,"[[0, 10, 'LOCATION']]"
Bangalawa,"[[0, 9, 'LOCATION']]"
Bangali Gaun,"[[0, 12, 'LOCATION']]"
Bangalipur,"[[0, 10, 'LOCATION']]"
Bangalitol,"[[0, 10, 'LOCATION']]"
Bangama,"[[0, 7, 'LOCATION']]"
Bangangga,"[[0, 9, 'LOCATION']]"
Bangapani,"[[0, 9, 'LOCATION']]"
Bangapata,"[[0, 9, 'LOCATION']]"
Bangar,"[[0, 6, 'LOCATION']]"
Bangare,"[[0, 7, 'LOCATION']]"
Bangaritada,"[[0, 11, 'LOCATION']]"
Bangate,"[[0, 7, 'LOCATION']]"
Bangathiya,"[[0, 10, 'LOCATION']]"
Bangatuda,"[[0, 9, 'LOCATION']]"
Bangau,"[[0, 6, 'LOCATION']]"
Bangaudi,"[[0, 8, 'LOCATION']]"
Bangaun,"[[0, 7, 'LOCATION']]"
Bangawa,"[[0, 7, 'LOCATION']]"
Bangchare,"[[0, 9, 'LOCATION']]"
Bangdel,"[[0, 7, 'LOCATION']]"
Bangdewa,"[[0, 8, 'LOCATION']]"
Bangdip,"[[0, 7, 'LOCATION']]"
Bange,"[[0, 5, 'LOCATION']]"
Bange Bajar,"[[0, 11, 'LOCATION']]"
Bange Chilaune,"[[0, 14, 'LOCATION']]"
Bange Lakuri,"[[0, 12, 'LOCATION']]"
Bange Lankuri,"[[0, 13, 'LOCATION']]"
Bangechaur,"[[0, 10, 'LOCATION']]"
Bangedana,"[[0, 9, 'LOCATION']]"
Bangedanda,"[[0, 10, 'LOCATION']]"
Bangegaun,"[[0, 9, 'LOCATION']]"
Bangekholagaun,"[[0, 14, 'LOCATION']]"
Bangelam,"[[0, 8, 'LOCATION']]"
Bangenara,"[[0, 9, 'LOCATION']]"
Bangenara Khuti,"[[0, 15, 'LOCATION']]"
Bangepaihro,"[[0, 11, 'LOCATION']]"
Bangepani,"[[0, 9, 'LOCATION']]"
Bangephedi,"[[0, 10, 'LOCATION']]"
Bangepipal,"[[0, 10, 'LOCATION']]"
Bangeraha,"[[0, 9, 'LOCATION']]"
Bangerigaun,"[[0, 11, 'LOCATION']]"
Bangerukh,"[[0, 9, 'LOCATION']]"
Bangesal,"[[0, 8, 'LOCATION']]"
Bangesal(Olani),"[[0, 15, 'LOCATION']]"
Bangesalla,"[[0, 10, 'LOCATION']]"
Bangesimal,"[[0, 10, 'LOCATION']]"
Bangeswanra,"[[0, 11, 'LOCATION']]"
Bangetal,"[[0, 8, 'LOCATION']]"
Bangetar,"[[0, 8, 'LOCATION']]"
Bangge,"[[0, 6, 'LOCATION']]"
Bangge Salla,"[[0, 12, 'LOCATION']]"
Banggedanda,"[[0, 11, 'LOCATION']]"
Banghar,"[[0, 7, 'LOCATION']]"
Banghkot,"[[0, 8, 'LOCATION']]"
Banghusari,"[[0, 10, 'LOCATION']]"
Banghusarikhuti,"[[0, 15, 'LOCATION']]"
Banghushri,"[[0, 10, 'LOCATION']]"
Banghusra,"[[0, 9, 'LOCATION']]"
Bangi,"[[0, 5, 'LOCATION']]"
Bangi Bhade,"[[0, 11, 'LOCATION']]"
Banging,"[[0, 7, 'LOCATION']]"
Bangiraha,"[[0, 9, 'LOCATION']]"
Bangiya,"[[0, 7, 'LOCATION']]"
Bangjudi,"[[0, 8, 'LOCATION']]"
Bangka,"[[0, 6, 'LOCATION']]"
Bangkul,"[[0, 7, 'LOCATION']]"
Bangkulawa,"[[0, 10, 'LOCATION']]"
Bangkulawajhoda,"[[0, 15, 'LOCATION']]"
Bangma,"[[0, 6, 'LOCATION']]"
Bangnang,"[[0, 8, 'LOCATION']]"
Bango,"[[0, 5, 'LOCATION']]"
Bangra,"[[0, 6, 'LOCATION']]"
Bangradi,"[[0, 8, 'LOCATION']]"
Bangragaun,"[[0, 10, 'LOCATION']]"
Bangrang,"[[0, 8, 'LOCATION']]"
Bangrati,"[[0, 8, 'LOCATION']]"
Bangre,"[[0, 6, 'LOCATION']]"
Bangrebesi,"[[0, 10, 'LOCATION']]"
Bangretari,"[[0, 10, 'LOCATION']]"
Bangring,"[[0, 8, 'LOCATION']]"
Bangringbesi,"[[0, 12, 'LOCATION']]"
Bangsa,"[[0, 6, 'LOCATION']]"
Bangshila,"[[0, 9, 'LOCATION']]"
Bangsila Dharne,"[[0, 15, 'LOCATION']]"
Bangsilagaun,"[[0, 12, 'LOCATION']]"
Bangsing,"[[0, 8, 'LOCATION']]"
Bangtar,"[[0, 7, 'LOCATION']]"
Bangtari,"[[0, 8, 'LOCATION']]"
Bangtire,"[[0, 8, 'LOCATION']]"
Bangulsi,"[[0, 8, 'LOCATION']]"
Banhakot,"[[0, 8, 'LOCATION']]"
Banhun Danda,"[[0, 12, 'LOCATION']]"
Bani,"[[0, 4, 'LOCATION']]"
